tradeoff	uninfected	susceptible	resistantA	resistantB	multiResistant
0.99	0.7407418803279998	1.0256328066554286E-6	0.12962813383091945	0.12962813383091945	8.263773541886849E-7
0.98	0.740741880327547	1.0256328066554336E-6	0.12962810741270187	0.12962810741270187	8.792142433672986E-7
0.97	0.7407418803270528	1.025632806655427E-6	0.12962807859286363	0.12962807859286363	9.368544124201482E-7
0.96	0.7407418803265117	1.02563280665543E-6	0.1296280470283242	0.1296280470283242	9.999840331585128E-7
0.95	0.7407418803259165	1.0256328066554237E-6	0.12962801230738286	0.12962801230738286	1.0694265094400597E-6
0.94	0.7407418803252587	1.0256328066554294E-6	0.12962797393167208	0.12962797393167208	1.1461785902238426E-6
0.9299999999999999	0.7407418803245275	1.025632806655432E-6	0.12962793129207306	0.12962793129207306	1.2314585200844334E-6
0.92	0.7407418803237107	1.0256328066554328E-6	0.12962788363614972	0.12962788363614972	1.3267711836879082E-6
0.91	0.7407418803227916	1.0256328066554324E-6	0.12962783002336153	0.12962783002336153	1.433997678930941E-6
0.9	0.7407418803217498	1.0256328066591295E-6	0.12962776926281835	0.12962776926281835	1.5555207185348617E-6
0.89	0.7407418803205594	1.025632806655436E-6	0.12962769982143071	0.12962769982143071	1.6944037738492766E-6
0.88	0.7407418803191858	1.0256328066676515E-6	0.12962761969906061	0.12962761969906061	1.8546528983807413E-6
0.87	0.7407418803175833	1.0256328066617282E-6	0.12962752622085155	0.12962752622085155	2.041609459139509E-6
0.86	0.7407418803156893	1.0256328066675195E-6	0.12962741574870226	0.12962741574870226	2.262557078951433E-6
0.85	0.7407418803134167	1.0256328066704005E-6	0.12962728318236735	0.12962728318236735	2.527692731341493E-6
0.84	0.7407418803106391	1.0256328066554347E-6	0.12962712115567349	0.12962712115567349	2.8517452081155482E-6
0.83	0.7407418803071669	1.0256328066554322E-6	0.12962691862632006	0.12962691862632006	3.2568073864430255E-6
0.8200000000000001	0.7407418803027028	1.025632806655417E-6	0.12962665823422548	0.12962665823422548	3.7775960358900027E-6
0.81	0.7407418802967507	1.0256328066562714E-6	0.1296263110497562	0.1296263110497562	4.4719711372608865E-6
0.8	0.7407418802884181	1.0256328066554368E-6	0.1296258250006224	0.1296258250006224	5.4440775315813696E-6
0.79	0.7407418802759193	1.0256328066554358E-6	0.12962509594758057	0.12962509594758057	6.9021961138673E-6
0.78	0.7407418802550882	1.0256328066554713E-6	0.12962388091385832	0.12962388091385832	9.332284397928291E-6
0.77	0.7407418802134288	1.0256328066592283E-6	0.1296214510518877	0.1296214510518877	1.4192050924333427E-5
0.76	0.7407418800884692	1.0256328066556219E-6	0.12961416310397725	0.12961416310397725	2.8768070814974205E-5
0.75	0.740741097838087	1.025632806678566E-6	0.09129029292716319	0.09129029292716319	0.07667729067436836
0.74	0.730997513612296	1.025633104378319E-6	3.0666282630613656E-5	3.0666282630613656E-5	0.2689401281893516
0.73	0.7215040831914298	1.0256333743980677E-6	1.6083139083128544E-5	1.6083139083128544E-5	0.27846272489705154
0.72	0.712254073983234	1.0256336203564725E-6	1.1222091078078222E-5	1.1222091078078222E-5	0.287722456200991
0.71	0.7032382422035548	1.025633845332639E-6	8.79156705786592E-6	8.79156705786592E-6	0.2967431490284821
0.7	0.6944478062105468	1.025634051901618E-6	7.333252641555685E-6	7.333252641555685E-6	0.30553650165011426
0.69	0.68587441801597	1.0256342422337174E-6	6.361043029281363E-6	6.361043029281363E-6	0.31411183426373157
0.6799999999999999	0.677510136848346	1.0256344181708898E-6	5.666607591363953E-6	5.666607591363953E-6	0.3224775043020543
0.6699999999999999	0.6693474046231707	1.0256345812866831E-6	5.145781012650686E-6	5.145781012650686E-6	0.3306412781802186
0.6599999999999999	0.6613790231643708	1.0256347329334025E-6	4.7406936735066515E-6	4.7406936735066515E-6	0.33861046981355053
0.6499999999999999	0.6535981330333971	1.02563487427955E-6	4.416623802108868E-6	4.416623802108868E-6	0.3463920080841258
0.64	0.6459981938352577	1.0256350063401645E-6	4.15147572546074E-6	4.15147572546074E-6	0.35399247757828695
0.63	0.6385729658827233	1.0256351300011324E-6	3.930518994888875E-6	3.930518994888875E-6	0.36141814744415507
0.62	0.631316493110677	1.0256352460391589E-6	3.743555607460939E-6	3.743555607460939E-6	0.3686749941428605
0.61	0.6242230871423015	1.0256353551380247E-6	3.5833012753654995E-6	3.5833012753654995E-6	0.37576872061979333
