tradeoff	uninfected	susceptible	resistantA	resistantB	multiResistant
0.99	0.2777812095302557	3.5374147761946605E-6	0.722209416698106	2.8891302205486198E-6	2.9472243162189187E-6
0.98	0.2777812095302549	3.5374147762112623E-6	0.7222093571502979	2.8891302206393307E-6	3.006776024363992E-6
0.97	0.27778120953013546	3.5374147762635908E-6	0.7222092963650407	2.8891302208410524E-6	3.0675556228485362E-6
0.96	0.2777812095301349	3.5374147763669114E-6	0.7222092343189286	2.8891302210630966E-6	3.1296015062464313E-6
0.95	0.27778120953013546	3.5374147764331053E-6	0.7222091709787057	2.889130221349186E-6	3.1929537032717956E-6
0.94	0.2777812095302551	3.537414776503055E-6	0.7222091062632393	2.8891302217111767E-6	3.2576539763338276E-6
0.9299999999999999	0.2777812095302667	3.5374147766692657E-6	0.7222090401860924	2.889130222108236E-6	3.323745936108639E-6
0.92	0.27778120953031143	3.5374147768776807E-6	0.7222089726489878	2.8891302226207034E-6	3.3912751781636785E-6
0.91	0.27778120953084734	3.537414777113569E-6	0.7222089036356815	2.8891302232812535E-6	3.460289450304342E-6
0.9	0.2777812095329517	3.5374147774904193E-6	0.7222088330876323	2.88913022403272E-6	3.5308388691254693E-6
0.89	0.27778120953384294	3.5374147779712846E-6	0.7222087609464054	2.889130224993748E-6	3.602976208490101E-6
0.88	0.2777812095436752	3.537414778598136E-6	0.7222086871611111	2.8891302261647693E-6	3.6767572985703255E-6
0.87	0.27778120954748897	3.537414779485498E-6	0.7222086116668768	2.8891302275664195E-6	3.752241594373724E-6
0.86	0.2777812095592385	3.5374147806663244E-6	0.7222085344034904	2.889130229283043E-6	3.8294929996568E-6
0.85	0.2777812095768172	3.537414782427502E-6	0.7222084552982476	2.8891302314780773E-6	3.9085810778456896E-6
0.84	0.2777812096064595	3.5374147848668764E-6	0.7222083742604771	2.889130234145678E-6	3.989582842755158E-6
0.83	0.2777812096580006	3.5374147882582896E-6	0.7222082912149789	2.88913023748931E-6	4.072585414004422E-6
0.8200000000000001	0.27778120973286385	3.537414793104105E-6	0.7222082060358501	2.8891302417122445E-6	4.157689948828753E-6
0.81	0.27778120984717747	3.537414799987283E-6	0.7222081185903358	2.889130247110406E-6	4.2450174488422775E-6
0.8	0.2777812100240691	3.5374148097432994E-6	0.7222080287171556	2.8891302540816695E-6	4.33471729400005E-6
0.79	0.27778121028969616	3.5374148235067623E-6	0.7222079361851373	2.8891302631138994E-6	4.426979723969949E-6
0.78	0.27778121069518213	3.5374148428777867E-6	0.7222078407063208	2.889130275018935E-6	4.5220539850872195E-6
0.77	0.277781211305634	3.5374148701361467E-6	0.7222077418704415	2.8891302907629996E-6	4.620274571619578E-6
0.76	0.2777812122106801	3.537414908327815E-6	0.7222076391382559	2.8891303116563522E-6	4.722098972682436E-6
0.75	0.2777812135471758	3.5374149616708867E-6	0.7222075317407901	2.8891303396552385E-6	4.828161724687458E-6
0.74	0.2777812155080485	3.5374150359503276E-6	0.7222074185902372	2.889130377386809E-6	4.939351556694072E-6
0.73	0.27778121835933073	3.537415138975716E-6	0.7222072981751787	2.8891304283666584E-6	5.056921309504047E-6
0.72	0.277781222478363	3.5374152813627373E-6	0.7222071683320453	2.8891304973015793E-6	5.182644671242407E-6
0.71	0.27778122840103714	3.537415477633823E-6	0.7222070260135396	2.8891305908507317E-6	5.319040565602615E-6
0.7	0.27778123687239475	3.5374157472820665E-6	0.7222068668910576	2.889130717992565E-6	5.4696970873949795E-6
0.69	0.27778124893593525	3.537416117304893E-6	0.7222066847663213	2.8891308909023442E-6	5.639745712485674E-6
0.6799999999999999	0.27778126606407383	3.53741662429268E-6	0.7222064708241386	2.889131126624036E-6	5.836570083197449E-6
0.6699999999999999	0.27778129035117566	3.5374173196665853E-6	0.7222062122078439	2.8891314488320855E-6	6.070896434131573E-6
0.6599999999999999	0.27778132482108925	3.537418275925783E-6	0.7222058901039164	2.889131891423564E-6	6.358535939998831E-6
0.6499999999999999	0.27778137393743196	3.5374195992257443E-6	0.7222054762006065	2.889132503744915E-6	6.723304700673905E-6
0.64	0.2777814445406013	3.537421449609323E-6	0.7222049266957673	2.8891333608371514E-6	7.20221148929055E-6
0.63	0.2777815475825202	3.5374240824914164E-6	0.7222041705042902	2.889134582325538E-6	7.85535185109219E-6
0.62	0.27778170179518213	3.537427932558937E-6	0.722203085139617	2.889136372384031E-6	8.786503098871828E-6
0.61	0.2777819422517327	3.5374338122486457E-6	0.7222014400948662	2.889139112600206E-6	1.0191076689495218E-5
0.6	0.2777823435319524	3.5374434490671157E-6	0.7221987437446855	2.889143614331225E-6	1.2486133572405424E-5
0.59	0.27778309854306005	3.5374613129194435E-6	0.7221937227472645	2.8891519765527094E-6	1.6752099518058333E-5
0.5800000000000001	0.2777849126840055	3.5375037545749476E-6	0.7221817190922255	2.8891718740347432E-6	2.6941544306162332E-5
0.5700000000000001	0.27779422681397037	3.5377201275250277E-6	0.7221202085727184	2.88927330111973E-6	7.913761751870407E-5
0.56	0.29270923672834803	3.886985920306258E-6	0.6224019973574194	3.0454933201327523E-6	0.08488183343853183
0.55	0.3072159018955642	4.219719174689544E-6	0.5204465181951299	3.192542444629963E-6	0.17233016765346995
0.54	0.31894950225520413	4.47786690638767E-6	0.432811298426961	3.3070906382411E-6	0.24823141436027188
0.53	0.3283414965852757	4.673355358698135E-6	0.35760368641332735	3.394952980073359E-6	0.3140467486936865
0.52	0.33567478892224867	4.815298552797561E-6	0.29379843981931003	3.4601106221730225E-6	0.37051849584383506
0.51	0.3412245167708895	4.9125107181640475E-6	0.2402912098804687	3.5062212466732766E-6	0.41847585461750425
0.5	0.3452610349625664	4.973293961836075E-6	0.19586937598582718	3.5366767769798676E-6	0.4588610790868675
0.49	0.34803869005798577	5.005104091191741E-6	0.15929220738544772	3.5545207777807284E-6	0.4926605429278938
0.48	0.34978666952821547	5.0143654307292945E-6	0.12936761118859583	3.5623908744946356E-6	0.5208371425320465
0.47	0.3507043355522516	5.006433239985646E-6	0.10500375865375768	3.562505996145891E-6	0.5442833368492962
0.45999999999999996	0.3509603799606133	4.985656248984122E-6	0.08523576812936325	3.55668838107969E-6	0.5637953095702459
0.44999999999999996	0.3506945241412848	4.9554930773707595E-6	0.06923344675574161	3.5464059211509504E-6	0.5800635272112263
