tradeoff	uninfected	susceptible	resistantA	resistantB	multiResistant
0.99	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.98	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.97	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.96	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.95	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.94	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.9299999999999999	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.92	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.91	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.9	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.89	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.88	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.87	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.86	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.85	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.84	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.83	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.8200000000000001	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.81	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.8	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.79	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.78	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.77	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.76	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.75	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.74	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.73	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.72	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.71	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.7	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.69	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.6799999999999999	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.6699999999999999	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.6599999999999999	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.6499999999999999	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.64	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.63	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.62	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.61	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.6	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.59	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.5800000000000001	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.5700000000000001	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.56	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.55	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.54	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.53	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.52	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.51	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.5	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.49	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.48	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.47	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.45999999999999996	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.44999999999999996	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.43999999999999995	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.42999999999999994	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.42000000000000004	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.41000000000000003	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.4	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.39	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.38	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.37	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.36	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.35	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.33999999999999997	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.32999999999999996	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.31999999999999995	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.30999999999999994	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.29999999999999993	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.29000000000000004	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.28	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.27	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.26	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.25	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.24	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.22999999999999998	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.21999999999999997	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.20999999999999996	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.19999999999999996	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.18999999999999995	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.17999999999999994	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.16999999999999993	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.16000000000000003	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.15000000000000002	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.14	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.13	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.12	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.10999999999999999	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.09999999999999998	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.08999999999999997	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.07999999999999996	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.06999999999999995	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.05999999999999994	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.04999999999999993	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.040000000000000036	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.030000000000000027	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.020000000000000018	0.4999995000005	0.5000004999995	0.0	0.0	0.0
0.010000000000000009	0.4999995000005	0.5000004999995	0.0	0.0	0.0
