tradeoff	uninfected	susceptible_drugA	susceptible_drugB	resistantA_drugA	resistantA_drugB	resistantB_drugA	resistantB_drugB	multiResist_drugA	multiResist_drugB
0.47	0.3631113110854764	2.7447336262941834E-6	2.7447336262941834E-6	6.319894542122698E-5	3.1988528209256376E-5	3.1988528209256376E-5	6.319894542122698E-5	0.3183464122391103	0.3183464122391103
0.45999999999999996	0.36075358511786043	2.701370521043134E-6	2.701370521043134E-6	4.902452796149103E-5	2.4807358894465736E-5	2.4807358894465736E-5	4.902452796149103E-5	0.3195466741626136	0.3195466741626136
0.44999999999999996	0.3584262348608826	2.6601875444710097E-6	2.6601875444710097E-6	4.013950557842185E-5	2.0306416569169098E-5	2.0306416569169098E-5	4.013950557842185E-5	0.32072377647165967	0.32072377647165967
0.43999999999999995	0.3561286980546585	2.621024663121076E-6	2.621024663121076E-6	3.404977186978901E-5	1.7221878555290502E-5	1.7221878555290502E-5	3.404977186978901E-5	0.3218817582819766	0.3218817582819766
0.42999999999999994	0.35386041505712934	2.583736952882635E-6	2.583736952882635E-6	2.9616526417657545E-5	1.4976684297667093E-5	1.4976684297667093E-5	2.9616526417657545E-5	0.32302261554620665	0.32302261554620665
0.42000000000000004	0.3516208355439456	2.5481929597497914E-6	2.5481929597497914E-6	2.6245736545757873E-5	1.3269819511216864E-5	1.3269819511216864E-5	2.6245736545757873E-5	0.32414751848736795	0.32414751848736795
0.41000000000000003	0.3494094209124587	2.5142732054772932E-6	2.5142732054772932E-6	2.3597147698274036E-5	1.1928865797211158E-5	1.1928865797211158E-5	2.3597147698274036E-5	0.32525724925469446	0.32525724925469446
0.4	0.3472256448401854	2.4818688675016787E-6	2.4818688675016787E-6	2.1461813701981683E-5	1.084794263961414E-5	1.084794263961414E-5	2.1461813701981683E-5	0.32635238597349586	0.32635238597349586
0.39	0.34506899349289155	2.4508806261655534E-6	2.4508806261655534E-6	1.9704309915774396E-5	9.95842548630489E-6	9.95842548630489E-6	1.9704309915774396E-5	0.32743338963097834	0.32743338963097834
0.38	0.3429389652644185	2.421217648956899E-6	2.421217648956899E-6	1.823299773101408E-5	9.213878039653624E-6	9.213878039653624E-6	1.823299773101408E-5	0.3285006492562631	0.3285006492562631
0.37	0.3408350708750933	2.3927967063152575E-6	2.3927967063152575E-6	1.698364311970701E-5	8.581751288816176E-6	8.581751288816176E-6	1.698364311970701E-5	0.32955450636021955	0.32955450636021955
0.36	0.3387568325220691	2.3655413947248155E-6	2.3655413947248155E-6	1.5909879558551053E-5	8.038550735734644E-6	8.038550735734644E-6	1.5909879558551053E-5	0.33059526979506665	0.33059526979506665
0.35	0.3367037840048342	2.3393814482069653E-6	2.3393814482069653E-6	1.4977396085026494E-5	7.566891228012736E-6	7.566891228012736E-6	1.4977396085026494E-5	0.3316232243128483	0.3316232243128483
0.33999999999999997	0.33467547036226136	2.314252138033045E-6	2.314252138033045E-6	1.4160256510881761E-5	7.153631714366946E-6	7.153631714366946E-6	1.4160256510881761E-5	0.3326386366961091	0.3326386366961091
0.32999999999999996	0.332671447347469	2.290093735947004E-6	2.290093735947004E-6	1.3438490411405264E-5	6.788654442376117E-6	6.788654442376117E-6	1.3438490411405264E-5	0.3336417591151034	0.3336417591151034
0.31999999999999995	0.33069128130684167	2.2668510405667164E-6	2.2668510405667164E-6	1.279647101694253E-5	6.464042907084895E-6	6.464042907084895E-6	1.279647101694253E-5	0.33463283193951554	0.33463283193951554
0.30999999999999994	0.32873454892853116	2.2444729577152324E-6	2.2444729577152324E-6	1.2221795451111779E-5	6.173514364361095E-6	6.173514364361095E-6	1.2221795451111779E-5	0.3356120857284682	0.3356120857284682
0.29999999999999993	0.32680083664938087	2.2229121245968493E-6	2.2229121245968493E-6	1.1704494644653811E-5	5.912019420517496E-6	5.912019420517496E-6	1.1704494644653811E-5	0.33657974222328974	0.33657974222328974
0.29000000000000004	0.3248897406748199	2.202124575672635E-6	2.202124575672635E-6	1.1236464894974327E-5	5.675453934584993E-6	5.675453934584993E-6	1.1236464894974327E-5	0.337536015609089	0.337536015609089
0.28	0.3230008666236253	2.182069443012302E-6	2.182069443012302E-6	1.081105172981336E-5	5.460448113863371E-6	5.460448113863371E-6	1.081105172981336E-5	0.33848111309777973	0.33848111309777973
