tradeoff	uninfected	susceptible	resistantA	resistantB	multiResistant
0.99	0.42245492226732867	1.0285583101653746E-5	0.244971473597445	0.33255821690363524	5.1016483828528774E-6
0.98	0.422454923166605	1.0285583099552625E-5	0.2449713759207818	0.33255808431066664	5.331018930772655E-6
0.97	0.42245492413040425	1.0285583097295231E-5	0.24497127121942422	0.3325579421819726	5.576885060316895E-6
0.96	0.42245492516624406	1.0285583094873135E-5	0.2449711587075195	0.3325577894505491	5.8410926150680005E-6
0.95	0.4224549262825092	1.0285583092263054E-5	0.2449710374769996	0.33255762488397506	6.125773506636867E-6
0.94	0.42245492748861585	1.028558308943771E-5	0.24497090647375258	0.33255744705123746	6.433403366770671E-6
0.9299999999999999	0.42245492879611357	1.0285583086382328E-5	0.24497076446637356	0.33255725428068134	6.766873727595435E-6
0.92	0.4224549302184623	1.0285583083052889E-5	0.24497061000755638	0.3325570446077201	7.129583188464269E-6
0.91	0.4224549317710936	1.0285583079420378E-5	0.2449704413845928	0.3325568157074505	7.525553663261076E-6
0.9	0.4224549334731843	1.0285583075437729E-5	0.2449702565556226	0.3325565648079102	7.959580144706956E-6
0.89	0.42245493534711237	1.028558307105774E-5	0.24497005306627262	0.33255628857763336	8.437425829233102E-6
0.88	0.4224549374203282	1.0285583066205268E-5	0.24496982794045374	0.3325559829765211	8.966079483132922E-6
0.87	0.42245493972644277	1.0285583060811145E-5	0.244969577533697	0.3325556430572737	9.554099513378607E-6
0.86	0.422454942307042	1.0285583054774509E-5	0.24496929733393583	0.3325552626950772	1.0212080848861268E-5
0.85	0.42245494521421134	1.0285583047974447E-5	0.24496898168804637	0.3325548342157718	1.095329900786921E-5
0.84	0.4224549485138883	1.0285583040258128E-5	0.24496862341559927	0.33255434787227817	1.1794615100350983E-5
0.83	0.4224549522915667	1.0285583031423723E-5	0.2449682132566783	0.3325537910945987	1.275777402873497E-5
0.8200000000000001	0.42245495665928695	1.0285583021209013E-5	0.24496773905973382	0.33255314738731884	1.387131075261341E-5
0.81	0.42245496176656316	1.0285583009263747E-5	0.24496718455732278	0.3325523946679536	1.5173425032016605E-5
0.8	0.42245496781889175	1.0285582995109051E-5	0.24496652746301742	0.33255150268326444	1.6716451795267804E-5
0.79	0.4224549751053028	1.0285582978067292E-5	0.24496573640231428	0.3325504288436512	1.857406571867394E-5
0.78	0.42245498404599235	1.0285582957157111E-5	0.24496476575627216	0.3325491112223154	2.0853392527914623E-5
0.77	0.42245499527634	1.0285582930893195E-5	0.2449635465403137	0.33254745617556325	2.3716424935863604E-5
0.76	0.42245500980504697	1.0285582896913799E-5	0.24496196925019564	0.332545315054215	2.7420307665733393E-5
0.75	0.4224550293352025	1.0285582851238541E-5	0.24495984898889608	0.3325424368670879	3.2399225987360694E-5
0.74	0.42245505698656466	1.0285582786571506E-5	0.24495684709451887	0.3325383618907855	3.9448445317665385E-5
0.73	0.4224550991538984	1.0285582687955948E-5	0.24495226934021574	0.33253214773488166	5.019818843630809E-5
0.72	0.4224551713353931	1.028558251914725E-5	0.2449444332229883	0.33252151045466244	6.859940449695973E-5
0.71	0.42245532328239815	1.0285582163792561E-5	0.2449279376910974	0.33249911829443574	1.0733514994529815E-4
0.7	0.4224558504778301	1.0285580930829916E-5	0.2448707048573052	0.33242142653989737	2.4173254404165226E-4
0.69	0.4240838024220461	1.0181509980542198E-5	8.708759386024633E-4	0.0011824409106518771	0.573852699218768
0.6799999999999999	0.42087770644696176	9.701058167532088E-6	1.4228415402881635E-4	1.9329990970922786E-4	0.5787770084310231
0.6699999999999999	0.417713806104075	9.274711832014778E-6	7.83735441502286E-5	1.0653521274786519E-4	0.5820920104270889
0.6599999999999999	0.4145967693990356	8.893809028461004E-6	5.4501727811639656E-5	7.412748287516614E-5	0.5852657075811464
0.6499999999999999	0.4115258103406942	8.551451363131212E-6	4.2017846217986364E-5	5.7180091011621726E-5	0.5883664402706107
0.64	0.4084999706422991	8.242069716403472E-6	3.43423462025327E-5	4.676058449449151E-5	0.5914106843574484
0.63	0.40551828265928025	7.961118578934566E-6	2.9145744995467446E-5	3.970643946522949E-5	0.594404904037551
0.62	0.40257979550857953	7.704851176933025E-6	2.5394081098854203E-5	3.461394189008253E-5	0.5973524916172116
